order_id,order_date,ship_date,customer_id,customer_name,segment,region,state,city,category,sub_category,product_name,ship_mode,quantity,unit_price,discount,sales,cost,profit,payment_status,order_status,calculated_sales,sales_mismatch
ORD-2024-10220,2024-06-18,2024-06-19,CUST-1472,Rahul Verma,Consumer,East,Bihar,Patna,Technology,Machines,Elite Machines 290,First Class,2,121.49,0.0,242.98,161.42,81.56,Paid,Completed,242.98,False
ORD-2024-10221,2024-09-03,2024-09-03,CUST-1031,Sneha Kapoor,Consumer,South,Kerala,Kochi,Office Supplies,Storage,Elite Storage 925,First Class,4,2810.17,0.15,9554.58,6068.47,3486.11,Refunded,Cancelled,9554.58,False
ORD-2025-10222,2025-01-12,2025-01-15,CUST-2495,Mira Das,Corporate,South,Karnataka,Bengaluru,Furniture,Chairs,Classic Chairs 231,Same Day,4,1531.53,0.2,4900.9,3552.69,1348.21,Paid,Completed,4900.9,False
ORD-2025-10223,2025-04-29,2025-05-02,CUST-4583,Vikram Iyer,Small Business,West,Goa,Panaji,Office Supplies,Storage,Prime Storage 818,First Class,6,4308.09,0.0,25848.54,17729.09,8119.45,Paid,Completed,25848.54,False
ORD-2025-10224,2025-02-19,2025-02-26,CUST-5319,Mira Das,Corporate,West,Maharashtra,Mumbai,Furniture,Furnishings,Elite Furnishings 449,First Class,3,490.3,0.2,1176.72,654.33,522.39,Pending,Returned,1176.72,False
ORD-2025-10225,2025-10-02,2025-10-08,CUST-9871,Isha Nair,Small Business,North,Punjab,Ludhiana,Furniture,Furnishings,Classic Furnishings 109,Standard Class,4,3944.64,0.25,11833.92,6682.92,5151.0,Paid,Cancelled,11833.92,False
ORD-2024-10226,2024-09-02,2024-09-10,CUST-1266,Mira Das,Corporate,West,Goa,Panaji,Technology,Phones,Classic Phones 548,Standard Class,6,1032.47,0.15,5265.6,4293.11,787.57,Paid,Completed,5265.6,False
ORD-2025-10227,2025-04-10,2025-04-15,CUST-2545,Diya Patel,Home Office,South,Kerala,Kochi,Technology,Copiers,Max Copiers 363,Same Day,1,2208.27,0.1,1987.44,1110.23,877.21,Paid,Completed,1987.44,False
ORD-2024-10228,2024-07-05,2024-07-12,CUST-2819,Ananya Rao,Small Business,West,Goa,Panaji,Office Supplies,Binders,Prime Binders 507,First Class,3,577.75,0.15,1473.26,899.86,573.4,Paid,Completed,1473.26,False
ORD-2024-10229,2024-04-24,2024-04-28,CUST-1076,Karan Malhotra,Small Business,South,Telangana,Hyderabad,Office Supplies,Labels,Smart Labels 914,Second Class,1,3194.37,0.15,2715.21,1551.55,1163.66,Paid,Completed,2715.21,False
ORD-2025-10230,2025-06-28,2025-07-04,CUST-1943,Rohan Mehta,Consumer,South,Telangana,Hyderabad,Furniture,Bookcases,Smart Bookcases 662,First Class,3,2886.23,0.0,8658.69,5535.94,3122.75,Refunded,Returned,8658.69,False
ORD-2024-10231,2024-05-28,2024-06-03,CUST-3434,Neha Gupta,Small Business,North,Rajasthan,Jaipur,Office Supplies,Paper,Eco Paper 937,Standard Class,8,1540.33,0.1,11090.38,8840.95,2249.43,Paid,Completed,11090.38,False
ORD-2024-10232,2024-05-02,2024-05-02,CUST-9139,Ananya Rao,Corporate,North,Rajasthan,Jaipur,Office Supplies,Labels,Max Labels 370,First Class,7,2183.38,0.25,11462.74,7163.54,4299.2,Refunded,Cancelled,11462.74,False
ORD-2025-10233,2025-06-04,2025-06-10,CUST-5341,Rahul Verma,Consumer,South,Andhra Pradesh,Vijayawada,Technology,Phones,Classic Phones 530,Standard Class,4,223.37,0.25,670.11,559.57,110.54,Paid,Completed,670.11,False
ORD-2024-10234,2024-10-14,2024-10-14,CUST-3710,Vikram Iyer,Corporate,South,Karnataka,Bengaluru,Furniture,Bookcases,Smart Bookcases 328,Unknown,8,3904.59,0.0,31236.72,26377.7,4859.02,Paid,Completed,31236.72,False
ORD-2024-10235,2024-09-02,2024-09-03,CUST-9754,Kabir Singh,Home Office,North,Delhi,New Delhi,Furniture,Furnishings,Eco Furnishings 981,First Class,9,1353.61,0.1,10964.24,9262.47,1701.77,Paid,Completed,10964.24,False
ORD-2024-10236,2024-11-02,2024-11-03,CUST-6256,Rahul Verma,Small Business,West,Rajasthan,Udaipur,Office Supplies,Storage,Basic Storage 195,Standard Class,6,2671.29,0.05,15226.35,11145.28,4081.07,Paid,Completed,15226.35,False
ORD-2024-10237,2024-10-14,2024-10-21,CUST-7113,Priya Menon,Corporate,North,Uttar Pradesh,Noida,Furniture,Bookcases,Elite Bookcases 907,First Class,6,4062.78,0.0,24376.68,18533.39,5843.29,Paid,Completed,24376.68,False
ORD-2024-10238,2024-08-27,2024-08-27,CUST-3827,Mira Das,Consumer,North,Haryana,Gurugram,Technology,Copiers,Smart Copiers 471,Standard Class,9,2330.3,0.0,20972.7,13504.88,7467.82,Paid,Completed,20972.7,False
ORD-2024-10239,2024-01-12,2024-01-17,CUST-2375,Arjun Bose,Consumer,South,Andhra Pradesh,Vijayawada,Office Supplies,Storage,Prime Storage 625,First Class,7,4005.05,0.25,26633.58,18838.75,7794.83,Paid,Completed,21026.51,True
ORD-2024-10240,2024-09-21,2024-09-21,CUST-2233,Kabir Singh,Corporate,South,Karnataka,Bengaluru,Technology,Machines,Smart Machines 801,First Class,2,1960.06,0.2,3136.1,2279.49,856.61,Paid,Completed,3136.1,False
ORD-2024-10241,2024-12-17,2024-12-23,CUST-9778,Aarav Sharma,Corporate,South,Telangana,Hyderabad,Office Supplies,Binders,Max Binders 170,First Class,9,2315.1,0.0,20835.9,13928.19,6907.71,Paid,Completed,20835.9,False
ORD-2025-10242,2025-07-06,2025-07-06,CUST-6949,Sneha Kapoor,Corporate,North,Haryana,Gurugram,Office Supplies,Storage,Basic Storage 737,Standard Class,1,1617.2,0.25,1212.9,690.52,522.38,Pending,Returned,1212.9,False
ORD-2025-10243,2025-02-07,2025-02-07,CUST-3430,Arjun Bose,Consumer,North,Uttar Pradesh,Noida,Office Supplies,Art,Classic Art 126,Second Class,3,1999.24,0.05,5697.83,4251.5,1446.33,Paid,Completed,5697.83,False
ORD-2025-10244,2025-07-29,2025-08-02,CUST-6310,Sneha Kapoor,Small Business,West,Madhya Pradesh,Indore,Technology,Accessories,Prime Accessories 243,First Class,1,4499.46,0.1,4049.51,2509.2,1540.31,Paid,Completed,4049.51,False
ORD-2024-10245,2024-08-23,2024-08-24,CUST-6008,Neha Gupta,Consumer,South,Telangana,Hyderabad,Furniture,Bookcases,Eco Bookcases 768,Same Day,6,1021.89,0.0,6131.34,4060.88,2070.46,Paid,Completed,6131.34,False
ORD-2024-10246,2024-10-18,2024-10-24,CUST-1704,Neha Gupta,Home Office,South,Kerala,Kochi,Furniture,Chairs,Pro Chairs 316,Second Class,3,3275.93,0.0,9827.79,5478.28,4349.51,Paid,Completed,9827.79,False
ORD-2024-10247,2024-05-04,2024-05-09,CUST-1827,Ananya Rao,Corporate,North,Punjab,Ludhiana,Technology,Machines,Classic Machines 819,Same Day,3,231.95,0.25,521.89,444.52,77.37,Refunded,Cancelled,521.89,False
ORD-2024-10248,2024-07-25,2024-08-01,CUST-6663,Rahul Verma,Corporate,North,Rajasthan,Jaipur,Technology,Accessories,Smart Accessories 572,Second Class,8,2493.4,0.25,14960.4,12500.84,2459.56,Paid,Completed,14960.4,False
ORD-2024-10249,2024-06-02,2024-06-07,CUST-6278,Rohan Mehta,Home Office,East,Odisha,Bhubaneswar,Office Supplies,Labels,Basic Labels 432,Second Class,9,787.91,0.15,6027.51,4883.82,1143.69,Paid,Completed,6027.51,False
ORD-2025-10250,2025-08-01,2025-08-02,CUST-2305,Mira Das,Corporate,North,Rajasthan,Jaipur,Furniture,Furnishings,Classic Furnishings 378,First Class,4,2790.29,0.2,8928.93,5634.38,3294.55,Paid,Completed,8928.93,False
ORD-2024-10251,2024-02-21,2024-02-27,CUST-5351,Arjun Bose,Small Business,East,West Bengal,Kolkata,Furniture,Furnishings,Prime Furnishings 781,Standard Class,5,3373.86,0.15,14338.9,11897.65,2441.25,Pending,Returned,14338.9,False
ORD-2025-10252,2025-04-06,2025-04-10,CUST-6268,Ananya Rao,Corporate,West,Gujarat,Ahmedabad,Furniture,Tables,Prime Tables 263,Second Class,6,1022.16,0.0,6132.96,4881.1,1251.86,Paid,Completed,6132.96,False
ORD-2025-10253,2025-06-25,2025-06-28,CUST-2103,Arjun Bose,Corporate,North,Haryana,Gurugram,Office Supplies,Storage,Basic Storage 269,First Class,2,1455.92,0.2,2329.47,1603.62,725.85,Pending,Returned,2329.47,False
ORD-2024-10254,2024-09-12,2024-09-13,CUST-5394,Priya Menon,Small Business,North,Rajasthan,Jaipur,Technology,Phones,Classic Phones 442,Same Day,6,832.79,0.05,4746.9,2825.38,1472.89,Refunded,Cancelled,4746.9,False
ORD-2025-10255,2025-01-01,2025-01-03,CUST-6853,Ananya Rao,Consumer,West,Madhya Pradesh,Indore,Technology,Accessories,Elite Accessories 978,Same Day,7,1000.55,0.2,5603.08,3132.52,2470.56,Paid,Returned,5603.08,False
ORD-2025-10256,2025-02-04,2025-02-10,CUST-1549,Isha Nair,Corporate,West,Maharashtra,Mumbai,Technology,Phones,Eco Phones 132,First Class,7,1830.0,0.0,12810.0,9334.12,3475.88,Paid,Completed,12810.0,False
ORD-2024-10257,2024-11-05,2024-11-03,CUST-8411,Ananya Rao,Consumer,East,West Bengal,Kolkata,Furniture,Tables,Prime Tables 481,First Class,9,2260.61,0.05,19328.22,12039.5,7288.72,Paid,Completed,19328.22,False
ORD-2025-10258,2025-08-09,2025-08-12,CUST-5615,Diya Patel,Corporate,South,Karnataka,Bengaluru,Technology,Accessories,Smart Accessories 180,Second Class,2,3237.27,0.0,6474.54,5095.91,1378.63,Paid,Cancelled,6474.54,False
ORD-2024-10259,2024-12-30,2025-01-04,CUST-8467,Sneha Kapoor,Corporate,South,Tamil Nadu,Chennai,Furniture,Tables,Smart Tables 774,Same Day,2,3720.07,0.25,5580.11,4307.01,1273.1,Paid,Completed,5580.1,False
ORD-2024-10260,2024-06-21,2024-06-29,CUST-5174,Neha Gupta,Consumer,South,Tamil Nadu,Chennai,Technology,Machines,Prime Machines 793,Standard Class,8,2853.92,0.2,18265.09,10437.14,7827.95,Paid,Completed,18265.09,False
ORD-2025-10261,2025-09-23,2025-09-27,CUST-3543,Aditi Sen,Corporate,East,West Bengal,Kolkata,Office Supplies,Binders,Elite Binders 827,Same Day,7,2897.12,0.25,15209.88,10891.15,4318.73,Failed,Returned,15209.88,False
ORD-2025-10262,2025-06-18,2025-06-24,CUST-7623,Sneha Kapoor,Corporate,North,Rajasthan,Jaipur,Office Supplies,Labels,Prime Labels 326,Standard Class,3,686.74,0.2,1648.18,987.91,660.27,Failed,Cancelled,1648.18,False
ORD-2025-10263,2025-05-26,2025-06-01,CUST-6153,Arjun Bose,Small Business,North,Delhi,New Delhi,Technology,Phones,Eco Phones 245,Same Day,4,3349.86,0.0,13399.44,8581.35,4818.09,Pending,Returned,13399.44,False
ORD-2025-10264,2025-08-06,2025-08-10,CUST-8265,Rohan Mehta,Small Business,North,Delhi,New Delhi,Office Supplies,Binders,Smart Binders 905,Second Class,9,4042.45,0.1,32743.84,22452.05,10291.79,Pending,Returned,32743.84,False
ORD-2024-10265,2024-05-16,2024-05-21,CUST-4750,Diya Patel,Small Business,East,Bihar,Patna,Technology,Copiers,Pro Copiers 599,Standard Class,4,1503.07,0.0,6012.28,3927.64,2084.64,Paid,Completed,6012.28,False
ORD-2024-10266,2024-11-14,2024-11-22,CUST-3974,Priya Menon,Corporate,East,Bihar,Patna,Furniture,Bookcases,Basic Bookcases 570,Same Day,1,582.37,0.15,495.01,285.13,209.88,Refunded,Cancelled,495.01,False
ORD-2025-10267,2025-05-03,2025-05-10,CUST-7114,Neha Gupta,Home Office,West,Maharashtra,Mumbai,Office Supplies,Storage,Classic Storage 926,Second Class,3,4339.24,0.0,13017.72,10170.57,2847.15,Paid,Completed,13017.72,False
ORD-2025-10268,2025-05-28,2025-06-04,CUST-4431,Diya Patel,Corporate,East,Jharkhand,Ranchi,Furniture,Furnishings,Basic Furnishings 372,First Class,4,261.8,0.25,785.4,557.22,228.18,Paid,Completed,785.4,False
ORD-2025-10269,2025-08-17,2025-08-17,CUST-1488,Aarav Sharma,Home Office,North,Punjab,Ludhiana,Technology,Accessories,Prime Accessories 367,First Class,7,632.2,0.25,3319.05,2124.6,1194.45,Paid,Completed,3319.05,False
ORD-2025-10270,2025-02-10,2025-02-12,CUST-1586,Rahul Verma,Small Business,West,Rajasthan,Udaipur,Furniture,Tables,Max Tables 526,Same Day,1,1925.86,0.0,1925.86,1321.89,603.97,Paid,Completed,1925.86,False
ORD-2024-10271,2024-01-12,2024-01-13,CUST-2487,Aditi Sen,Corporate,North,Uttar Pradesh,Noida,Technology,Machines,Prime Machines 794,Same Day,3,827.44,0.0,2482.32,1520.21,962.11,Paid,Completed,2482.32,False
ORD-2024-10272,2024-12-21,2024-12-25,CUST-8009,Aditi Sen,Consumer,South,Telangana,Hyderabad,Office Supplies,Binders,Max Binders 927,Standard Class,7,1667.75,0.0,11674.25,9621.19,2053.06,Failed,Cancelled,11674.25,False
ORD-2024-10273,2024-08-18,2024-08-24,CUST-7389,Arjun Bose,Consumer,South,Andhra Pradesh,Vijayawada,Furniture,Chairs,Eco Chairs 314,First Class,7,557.21,0.1,3510.42,2191.5,1213.48,Paid,Completed,3510.42,False
ORD-2025-10274,2025-02-13,2025-02-13,CUST-8249,Isha Nair,Consumer,East,Bihar,Patna,Office Supplies,Paper,Basic Paper 657,Second Class,9,2521.63,0.0,22694.67,15405.36,7289.31,Paid,Returned,22694.67,False
ORD-2024-10275,2024-04-07,2024-04-14,CUST-4202,Rohan Mehta,Consumer,South,Kerala,Kochi,Technology,Copiers,Pro Copiers 406,Standard Class,6,4246.71,0.15,21658.22,15490.69,6167.53,Failed,Returned,21658.22,False
ORD-2024-10276,2024-02-15,2024-02-22,CUST-2875,Priya Menon,Small Business,East,West Bengal,Kolkata,Furniture,Furnishings,Eco Furnishings 678,Same Day,1,980.51,0.0,980.51,660.92,319.59,Paid,Completed,980.51,False
ORD-2024-10277,2024-01-22,2024-01-23,CUST-7039,Aarav Sharma,Small Business,East,Assam,Guwahati,Furniture,Chairs,Basic Chairs 141,Second Class,6,3391.53,0.0,15261.89,8413.53,6848.36,Paid,Completed,20349.18,True
ORD-2025-10278,2025-06-04,2025-06-04,CUST-2819,Isha Nair,Corporate,North,Haryana,Gurugram,Technology,Accessories,Elite Accessories 291,Second Class,1,2133.73,0.15,2008.39,1002.57,811.1,Pending,Cancelled,1813.67,True
ORD-2025-10279,2025-03-07,2025-03-14,CUST-8242,Priya Menon ,Small Business,North,Delhi,New Delhi,Technology,Accessories,Pro Accessories 207,Same Day,1,3979.64,0.05,3780.66,2148.31,1632.35,Paid,Returned,3780.66,False
ORD-2024-10280,2024-04-09,2024-04-10,CUST-4571,Rohan Mehta,Small Business,West,Maharashtra,Mumbai,Office Supplies,Storage,Max Storage 564,First Class,1,4359.12,0.05,4141.16,2754.17,1386.99,Paid,Completed,4141.16,False
ORD-2024-10281,2024-12-23,2024-12-26,CUST-4098,Aditi Sen,Consumer,South,Karnataka,Bengaluru,Technology,Copiers,Prime Copiers 961,Standard Class,9,993.67,0.0,8943.03,5165.38,3777.65,Paid,Completed,8943.03,False
ORD-2025-10282,2025-07-25,2025-07-27,CUST-2052,Kabir Singh,Consumer,East,Jharkhand,Ranchi,Office Supplies,Binders,Basic Binders 637,Second Class,6,3438.38,0.2,16504.22,11262.71,5241.51,Paid,Completed,16504.22,False
ORD-2024-10283,2024-10-01,2024-10-02,CUST-9445,Karan Malhotra,Home Office,East,Assam,Guwahati,Furniture,Tables,Classic Tables 811,Second Class,2,2298.0,0.0,4596.0,3220.33,1375.67,Paid,Completed,4596.0,False
ORD-2025-10284,2025-03-13,2025-03-20,CUST-6568,Vikram Iyer,Consumer,West,Maharashtra,Mumbai,Furniture,Furnishings,Classic Furnishings 819,First Class,1,1814.01,0.0,1814.01,1033.47,780.54,Paid,Completed,1814.01,False
ORD-2024-10285,2024-12-08,2024-12-14,CUST-2076,Karan Malhotra,Consumer,East,Odisha,Bhubaneswar,Furniture,Tables,Prime Tables 542,Same Day,3,1576.92,0.0,4730.76,3139.73,1591.03,Paid,Returned,4730.76,False
ORD-2025-10286,2025-08-15,2025-08-20,CUST-5610,Neha Gupta,Home Office,North,Rajasthan,Jaipur,Office Supplies,Storage,Basic Storage 771,Standard Class,9,4081.77,0.0,36735.93,30820.84,5915.09,Paid,Completed,36735.93,False
ORD-2024-10287,2024-02-28,2024-03-02,CUST-5823,Priya Menon,Small Business,North,Delhi,New Delhi,Furniture,Furnishings,Pro Furnishings 848,First Class,7,701.8,0.1,4421.34,2489.98,1931.36,Pending,Returned,4421.34,False
ORD-2024-10288,2024-09-05,2024-09-07,CUST-7095,Neha Gupta,Small Business,South,Tamil Nadu,Chennai,Technology,Copiers,Prime Copiers 924,Standard Class,3,2555.66,0.15,6516.93,4511.54,2005.39,Paid,Cancelled,6516.93,False
ORD-2024-10289,2024-06-24,2024-06-24,CUST-4805,Rohan Mehta,Small Business,East,Bihar,Patna,Office Supplies,Binders,Classic Binders 721,Same Day,2,4359.9,0.15,7411.83,4904.63,2507.2,Paid,Completed,7411.83,False
ORD-2025-10290,2025-06-19,2025-06-27,CUST-9114,Karan Malhotra,Home Office,South,Tamil Nadu,Chennai,Furniture,Bookcases,Basic Bookcases 823,First Class,2,4346.69,0.05,8258.71,7018.97,1239.74,Paid,Completed,8258.71,False
ORD-2025-10291,2025-08-22,2025-08-26,CUST-8557,Diya Patel,Home Office,East,Jharkhand,Ranchi,Furniture,Tables,Classic Tables 178,Standard Class,1,1842.63,0.1,1658.37,971.12,687.25,Paid,Completed,1658.37,False
ORD-2024-10292,2024-04-05,2024-04-10,CUST-2860,Priya Menon,Home Office,North,Rajasthan,Jaipur,Office Supplies,Binders,Eco Binders 153,Standard Class,4,3228.66,0.25,9685.98,7730.04,1955.94,Paid,Completed,9685.98,False
ORD-2025-10293,2025-02-28,2025-03-03,CUST-7837,Kabir Singh,Home Office,North,Haryana,Gurugram,Office Supplies,Art,Classic Art 183,Same Day,9,3748.95,0.0,33740.55,24621.89,9118.66,Pending,Cancelled,33740.55,False
ORD-2024-10294,2024-03-07,2024-03-11,CUST-7010,Arjun Bose,Home Office,South,Telangana,Hyderabad,Technology,Phones,Pro Phones 455,First Class,2,4401.51,0.25,8362.87,6541.04,1821.83,Paid,Completed,6602.26,True
ORD-2025-10295,2025-07-16,2025-07-22,CUST-4755,Priya Menon,Consumer,East,Odisha,Bhubaneswar,Technology,Phones,Basic Phones 326,Second Class,6,4159.33,0.25,18716.99,12282.43,6434.56,Paid,Returned,18716.98,False
ORD-2025-10296,2025-06-25,2025-06-28,CUST-6778,Aditi Sen,Small Business,East,Assam,Guwahati,Office Supplies,Binders,Max Binders 587,Standard Class,3,3476.05,0.1,9385.34,5828.54,3556.8,Paid,Completed,9385.34,False
ORD-2025-10297,2025-05-24,2025-05-26,CUST-7629,Aditi Sen,Home Office,North,Haryana,Gurugram,Furniture,Furnishings,Basic Furnishings 617,Same Day,6,3495.41,0.15,17826.59,10855.35,6971.24,Paid,Completed,17826.59,False
ORD-2024-10298,2024-10-29,2024-11-06,CUST-6724,Sneha Kapoor,Corporate,South,Tamil Nadu,Chennai,Technology,Copiers,Prime Copiers 669,Same Day,6,1169.92,0.15,5966.59,3994.72,1971.87,Paid,Completed,5966.59,False
ORD-2025-10299,2025-01-23,2025-01-26,CUST-2141,Isha Nair,Consumer,South,Kerala,Kochi,Technology,Copiers,Eco Copiers 894,First Class,7,348.49,0.2,1951.54,1609.95,341.59,Failed,Returned,1951.54,False
ORD-2024-10300,2024-11-06,2024-11-12,CUST-7264,Rahul Verma,Small Business,West,Gujarat,Ahmedabad,Technology,Accessories,Max Accessories 145,Standard Class,7,1719.05,0.1,10830.02,7055.31,3774.71,Paid,Completed,10830.02,False
ORD-2024-10301,2024-04-15,2024-04-23,CUST-2668,Diya Patel,Small Business,North,Punjab,Ludhiana,Technology,Accessories,Classic Accessories 126,Second Class,9,3893.74,0.1,31539.29,22100.14,9439.15,Paid,Completed,31539.29,False
ORD-2025-10302,2025-05-28,2025-06-01,CUST-5599,Isha Nair,Home Office,East,Bihar,Patna,Technology,Phones,Elite Phones 202,Same Day,4,1654.11,0.05,6285.62,3705.38,2580.24,Paid,Completed,6285.62,False
ORD-2025-10303,2025-06-04,2025-06-12,CUST-1623,Neha Gupta,Consumer,West,Goa,Panaji,Office Supplies,Storage,Elite Storage 535,Same Day,2,2703.28,0.25,4054.92,2424.83,1630.09,Paid,Completed,4054.92,False
ORD-2024-10304,2024-06-23,2024-06-28,CUST-9035,Diya Patel,Home Office,West,Gujarat,Ahmedabad,Furniture,Chairs,Elite Chairs 107,Standard Class,2,1313.14,0.1,2363.65,1876.1,487.55,Pending,Returned,2363.65,False
ORD-2024-10305,2024-03-06,2024-03-13,CUST-6286,Karan Malhotra,Consumer,North,Punjab,Ludhiana,Furniture,Furnishings,Pro Furnishings 991,Standard Class,6,2403.05,0.1,12976.47,10019.98,2956.49,Paid,Completed,12976.47,False
ORD-2024-10306,2024-05-01,2024-05-02,CUST-7246,Ananya Rao,Consumer,East,Assam,Guwahati,Furniture,Chairs,Eco Chairs 105,First Class,4,4156.06,0.25,13299.39,9851.91,3447.48,Paid,Cancelled,12468.18,True
ORD-2025-10307,2025-02-20,2025-02-23,CUST-2589,Aarav Sharma,Consumer,North,Rajasthan,Jaipur,Technology,Phones,Pro Phones 530,Second Class,4,3673.11,0.0,14692.44,10082.19,4610.25,Paid,Completed,14692.44,False
ORD-2025-10308,2025-07-12,2025-07-19,CUST-4153,Ananya Rao,Corporate,North,Uttar Pradesh,Noida,Furniture,Tables,Basic Tables 911,First Class,9,4093.04,0.2,29469.89,18935.51,10534.38,Pending,Cancelled,29469.89,False
ORD-2025-10309,2025-06-13,2025-06-19,CUST-6727,Rohan Mehta,Consumer,North,Rajasthan,Jaipur,Furniture,Tables,Classic Tables 224,First Class,4,731.57,0.2,2341.02,1565.49,775.53,Paid,Completed,2341.02,False
ORD-2024-10310,2024-07-20,2024-07-22,CUST-8860,Ananya Rao,Consumer,South,Tamil Nadu,Chennai,Furniture,Tables,Prime Tables 214,First Class,7,2060.73,0.1,12982.6,7246.36,5736.24,Paid,Cancelled,12982.6,False
ORD-2024-10311,2024-07-04,2024-07-08,CUST-3784,Rohan Mehta,Small Business,South,Tamil Nadu,Chennai,Technology,Machines,Max Machines 988,First Class,8,2034.25,0.0,16274.0,9424.25,6849.75,Paid,Completed,16274.0,False
ORD-2024-10312,2024-04-27,2024-05-02,CUST-3545,Mira Das,Corporate,South,Karnataka,Bengaluru,Office Supplies,Binders,Max Binders 425,Second Class,5,554.04,0.1,2493.18,1764.0,729.18,Paid,Completed,2493.18,False
ORD-2024-10313,2024-07-31,2024-08-04,CUST-4851,Karan Malhotra,Small Business,East,Assam,Guwahati,Technology,Phones,Elite Phones 679,Standard Class,8,2614.74,0.0,15688.44,10047.33,5641.11,Paid,Cancelled,20917.92,True
ORD-2025-10314,2025-05-30,2025-05-31,CUST-4770,Rahul Verma,Corporate,North,Uttar Pradesh,Noida,Technology,Phones,Pro Phones 764,First Class,8,2081.43,0.25,12488.58,10717.4,1771.18,Refunded,Cancelled,12488.58,False
ORD-2025-10315,2025-05-18,2025-05-20,CUST-1945,Isha Nair,Corporate,West,Madhya Pradesh,Indore,Office Supplies,Labels,Elite Labels 544,Standard Class,9,847.76,0.15,6485.36,5376.17,1109.19,Failed,Returned,6485.36,False
ORD-2024-10316,2024-07-02,2024-07-08,CUST-7565,Rohan Mehta,Consumer,North,Delhi,New Delhi,Office Supplies,Paper,Smart Paper 817,Standard Class,9,3450.4,0.05,29500.92,17989.68,11511.24,Pending,Returned,29500.92,False
ORD-2024-10317,2024-02-16,2024-02-18,CUST-9913,Karan Malhotra,Corporate,North,Punjab,Ludhiana,Office Supplies,Labels,Classic Labels 466,Standard Class,2,1947.53,0.2,3116.05,1956.63,1159.42,Paid,Cancelled,3116.05,False
ORD-2025-10318,2025-08-29,2025-09-04,CUST-7992,Neha Gupta,Corporate,South,Kerala,Kochi,Furniture,Tables,Pro Tables 778,First Class,9,2996.97,0.15,22926.82,14621.59,8305.23,Paid,Completed,22926.82,False
ORD-2024-10319,2024-04-25,2024-04-30,CUST-8877,Mira Das,Small Business,South,Karnataka,Bengaluru,Technology,Phones,Basic Phones 789,Standard Class,3,4149.46,0.1,11203.54,8452.93,2750.61,Paid,Completed,11203.54,False
ORD-2024-10320,2024-08-21,2024-08-25,CUST-4589,Diya Patel,Consumer,West,Gujarat,Ahmedabad,Office Supplies,Binders,Prime Binders 554,First Class,1,270.28,0.0,270.28,156.34,113.94,Paid,Completed,270.28,False
ORD-2024-10321,2024-12-04,2024-12-06,CUST-4667,Aarav Sharma,Home Office,East,West Bengal,Kolkata,Office Supplies,Art,Classic Art 299,Second Class,3,876.14,0.0,2628.42,1541.54,1086.88,Pending,Returned,2628.42,False
ORD-2024-10322,2024-06-23,2024-06-30,CUST-7821,Neha Gupta,Small Business,West,Goa,Panaji,Technology,Accessories,Eco Accessories 220,Same Day,4,674.82,0.0,2699.28,1759.76,939.52,Failed,Cancelled,2699.28,False
ORD-2024-10323,2024-11-12,2024-11-12,CUST-8579,Isha Nair,Consumer,North,Uttar Pradesh,Noida,Technology,Phones,Max Phones 422,Second Class,6,1369.48,0.15,6984.35,4023.63,2960.72,Paid,Completed,6984.35,False
ORD-2024-10324,2024-02-25,2024-02-29,CUST-6909,Isha Nair,Small Business,West,Goa,Panaji,Furniture,Furnishings,Eco Furnishings 897,Standard Class,9,1331.46,0.15,10185.67,6479.31,3706.36,Paid,Completed,10185.67,False
ORD-2025-10325,2025-07-31,2025-08-02,CUST-7212,Rohan Mehta,Home Office,South,Andhra Pradesh,Vijayawada,Office Supplies,Labels,Basic Labels 102,Same Day,1,1947.88,0.15,1655.7,1354.8,300.9,Paid,Returned,1655.7,False
ORD-2025-10326,2025-09-16,2025-09-22,CUST-7980,Sneha Kapoor,Home Office,East,West Bengal,Kolkata,Technology,Copiers,Prime Copiers 170,Second Class,5,3671.2,0.15,15602.6,11908.52,3694.08,Paid,Completed,15602.6,False
ORD-2025-10327,2025-07-22,2025-07-22,CUST-1966,Sneha Kapoor,Corporate,East,Jharkhand,Ranchi,Furniture,Furnishings,Smart Furnishings 533,Same Day,5,3187.05,0.05,15138.49,11235.72,3902.77,Paid,Completed,15138.49,False
ORD-2024-10328,2024-07-24,2024-07-27,CUST-6163,Isha Nair,Consumer,West,Rajasthan,Udaipur,Technology,Accessories,Classic Accessories 489,Second Class,3,1834.55,0.2,4402.92,2993.94,1408.98,Pending,Cancelled,4402.92,False
ORD-2025-10329,2025-05-29,2025-06-04,CUST-7239,Diya Patel,Consumer,West,Maharashtra,Mumbai,Office Supplies,Storage,Smart Storage 439,First Class,6,3100.68,0.0,18604.08,15834.3,2769.78,Paid,Completed,18604.08,False
ORD-2025-10330,2025-05-12,2025-05-18,CUST-9718,Neha Gupta,Small Business,West,Maharashtra,Mumbai,Office Supplies,Storage,Prime Storage 232,Standard Class,4,4053.03,0.05,15401.51,8650.42,6751.09,Paid,Completed,15401.51,False
ORD-2024-10331,2024-05-16,2024-05-24,CUST-1116,Arjun Bose,Home Office,North,Punjab,Ludhiana,Technology,Accessories,Prime Accessories 335,Same Day,1,783.09,0.0,783.09,503.89,279.2,Failed,Cancelled,783.09,False
